drugbank_id,GenericName,SideEffectTerm,SOC,FrequencyRatingValue
DB00544,fluorouracil,nausea,Gastrointestinal disorders,5
DB00544,fluorouracil,hypotension,Vascular disorders,4
DB00544,fluorouracil,photosensitivity reaction,Skin and subcutaneous tissue disorders,4
DB00544,fluorouracil,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,3
DB01544,flunitrazepam,disorientation,Psychiatric disorders,3
DB01544,flunitrazepam,disorientation,Nervous system disorders,3
DB01544,flunitrazepam,asthenia,General disorders and administration site conditions,4
DB01544,flunitrazepam,somnolence,Psychiatric disorders,4
DB01544,flunitrazepam,somnolence,Nervous system disorders,4
DB01544,flunitrazepam,feeling abnormal,General disorders and administration site conditions,4
DB01544,flunitrazepam,anxiety,Psychiatric disorders,2
DB01544,flunitrazepam,hallucination,Psychiatric disorders,2
DB01544,flunitrazepam,dermatitis,Skin and subcutaneous tissue disorders,3
DB01544,flunitrazepam,balance disorder,Nervous system disorders,3
DB01544,flunitrazepam,tachycardia,Cardiac disorders,3
DB01544,flunitrazepam,confusional state,Psychiatric disorders,4
DB01544,flunitrazepam,confusional state,Nervous system disorders,4
DB01544,flunitrazepam,hiccups,Gastrointestinal disorders,3
DB01544,flunitrazepam,hiccups,"Respiratory, thoracic and mediastinal disorders",3
DB01544,flunitrazepam,sleep disorder,Psychiatric disorders,2
DB01544,flunitrazepam,ill-defined disorder,General disorders and administration site conditions,3
DB01544,flunitrazepam,hyperhidrosis,General disorders and administration site conditions,3
DB01544,flunitrazepam,hyperhidrosis,Skin and subcutaneous tissue disorders,3
DB01544,flunitrazepam,headache,Nervous system disorders,4
DB01544,flunitrazepam,dizziness,Vascular disorders,4
DB01544,flunitrazepam,dizziness,Cardiac disorders,4
DB01544,flunitrazepam,dizziness,Nervous system disorders,4
DB01544,flunitrazepam,dysarthria,Psychiatric disorders,3
DB01544,flunitrazepam,dysarthria,Nervous system disorders,3
DB01544,flunitrazepam,amnesia,Psychiatric disorders,4
DB01544,flunitrazepam,amnesia,Nervous system disorders,4
DB01544,flunitrazepam,agitation,Psychiatric disorders,2
DB01544,flunitrazepam,agitation,Nervous system disorders,2
DB01544,flunitrazepam,muscular weakness,Musculoskeletal and connective tissue disorders,3
DB01544,flunitrazepam,muscular weakness,Nervous system disorders,3
DB01544,flunitrazepam,dry mouth,Gastrointestinal disorders,4
DB01544,flunitrazepam,orthostatic hypotension,Vascular disorders,3
DB01544,flunitrazepam,orthostatic hypotension,Nervous system disorders,3
DB01544,flunitrazepam,tremor,Nervous system disorders,4
DB01544,flunitrazepam,discomfort,General disorders and administration site conditions,3
DB01544,flunitrazepam,fatigue,General disorders and administration site conditions,4
DB01544,flunitrazepam,hangover,General disorders and administration site conditions,4
DB01544,flunitrazepam,rash,Skin and subcutaneous tissue disorders,3
DB01544,flunitrazepam,malaise,General disorders and administration site conditions,3
DB01544,flunitrazepam,angioedema,Immune system disorders,3
DB01544,flunitrazepam,angioedema,Skin and subcutaneous tissue disorders,3
DB01544,flunitrazepam,angioedema,"Respiratory, thoracic and mediastinal disorders",3
DB01544,flunitrazepam,hypotension,Vascular disorders,4
DB01544,flunitrazepam,ataxia,General disorders and administration site conditions,4
DB01544,flunitrazepam,ataxia,Nervous system disorders,4
DB01204,mitoxantrone,jaundice,Hepatobiliary disorders,4
DB01204,mitoxantrone,jaundice,Blood and lymphatic system disorders,4
DB01204,mitoxantrone,jaundice,Skin and subcutaneous tissue disorders,4
DB01204,mitoxantrone,asthenia,General disorders and administration site conditions,5
DB01204,mitoxantrone,decreased appetite,Metabolism and nutrition disorders,5
DB01204,mitoxantrone,decreased appetite,General disorders and administration site conditions,5
DB01204,mitoxantrone,fungal skin infection,Skin and subcutaneous tissue disorders,4
DB01204,mitoxantrone,fungal skin infection,Infections and infestations,4
DB01204,mitoxantrone,leukopenia,Blood and lymphatic system disorders,5
DB01204,mitoxantrone,hyponatraemia,Metabolism and nutrition disorders,4
DB01204,mitoxantrone,constipation,Gastrointestinal disorders,5
DB01204,mitoxantrone,pharyngitis,Gastrointestinal disorders,5
DB01204,mitoxantrone,pharyngitis,Infections and infestations,5
DB01204,mitoxantrone,pharyngitis,"Respiratory, thoracic and mediastinal disorders",5
DB01204,mitoxantrone,anxiety,Psychiatric disorders,4
DB01204,mitoxantrone,pneumonia,Infections and infestations,4
DB01204,mitoxantrone,pneumonia,"Respiratory, thoracic and mediastinal disorders",4
DB01204,mitoxantrone,ulcer,General disorders and administration site conditions,5
DB01204,mitoxantrone,fungal infection,Infections and infestations,5
DB01204,mitoxantrone,renal failure,Renal and urinary disorders,4
DB01204,mitoxantrone,blood creatinine increased,Investigations,5
DB01204,mitoxantrone,urine analysis abnormal,Investigations,4
DB01204,mitoxantrone,tumour lysis syndrome,Metabolism and nutrition disorders,4
DB01204,mitoxantrone,tumour lysis syndrome,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",4
DB01204,mitoxantrone,sinusitis,Infections and infestations,4
DB01204,mitoxantrone,sinusitis,"Respiratory, thoracic and mediastinal disorders",4
DB01204,mitoxantrone,rhinitis,Infections and infestations,4
DB01204,mitoxantrone,rhinitis,"Respiratory, thoracic and mediastinal disorders",4
DB01204,mitoxantrone,ecchymosis,Vascular disorders,4
DB01204,mitoxantrone,ecchymosis,Blood and lymphatic system disorders,4
DB01204,mitoxantrone,ecchymosis,Skin and subcutaneous tissue disorders,4
DB01204,mitoxantrone,gastrointestinal haemorrhage,Gastrointestinal disorders,4
DB01204,mitoxantrone,gastrointestinal haemorrhage,Vascular disorders,4
DB01204,mitoxantrone,menstrual disorder,Reproductive system and breast disorders,5
DB01204,mitoxantrone,diarrhoea,Gastrointestinal disorders,5
DB01204,mitoxantrone,dyspnoea,"Respiratory, thoracic and mediastinal disorders",5
DB01204,mitoxantrone,dyspnoea,Cardiac disorders,5
DB01204,mitoxantrone,menorrhagia,Reproductive system and breast disorders,4
DB01204,mitoxantrone,oedema,Metabolism and nutrition disorders,5
DB01204,mitoxantrone,oedema,General disorders and administration site conditions,5
DB01204,mitoxantrone,cough,"Respiratory, thoracic and mediastinal disorders",4
DB01204,mitoxantrone,platelet count decreased,Investigations,5
DB01204,mitoxantrone,myalgia,Musculoskeletal and connective tissue disorders,4
DB01204,mitoxantrone,pain,General disorders and administration site conditions,5
DB01204,mitoxantrone,alanine aminotransferase increased,Investigations,4
DB01204,mitoxantrone,agranulocytosis,Blood and lymphatic system disorders,4
DB01204,mitoxantrone,haematuria,Reproductive system and breast disorders,5
DB01204,mitoxantrone,haematuria,Vascular disorders,5
DB01204,mitoxantrone,haematuria,Renal and urinary disorders,5
DB01204,mitoxantrone,electrocardiogram abnormal,Investigations,4
DB01204,mitoxantrone,hypertension,Vascular disorders,4
DB01204,mitoxantrone,protein urine present,Investigations,4
DB01204,mitoxantrone,blood glucose increased,Investigations,4
DB01204,mitoxantrone,hyperhidrosis,General disorders and administration site conditions,4
DB01204,mitoxantrone,hyperhidrosis,Skin and subcutaneous tissue disorders,4
DB01204,mitoxantrone,conjunctivitis,Eye disorders,4
DB01204,mitoxantrone,conjunctivitis,Infections and infestations,4
DB01204,mitoxantrone,vomiting,Gastrointestinal disorders,5
DB01204,mitoxantrone,haemoglobin,Investigations,5
DB01204,mitoxantrone,urinary tract infection,Infections and infestations,5
DB01204,mitoxantrone,urinary tract infection,Renal and urinary disorders,5
DB01204,mitoxantrone,abdominal pain upper,Gastrointestinal disorders,4
DB01204,mitoxantrone,headache,Nervous system disorders,4
DB01204,mitoxantrone,anaphylactic shock,Immune system disorders,4
DB01204,mitoxantrone,anaphylactic shock,Vascular disorders,4
DB01204,mitoxantrone,mucosal inflammation,General disorders and administration site conditions,5
DB01204,mitoxantrone,nephropathy toxic,Renal and urinary disorders,4
DB01204,mitoxantrone,nephropathy toxic,"Injury, poisoning and procedural complications",4
DB01204,mitoxantrone,body temperature increased,Investigations,5
DB01204,mitoxantrone,thrombocytopenia,Blood and lymphatic system disorders,5
DB01204,mitoxantrone,sepsis,Infections and infestations,5
DB01204,mitoxantrone,back pain,Musculoskeletal and connective tissue disorders,4
DB01204,mitoxantrone,gamma-glutamyltransferase increased,Investigations,4
DB01204,mitoxantrone,vision blurred,Eye disorders,4
DB01204,mitoxantrone,vision blurred,Nervous system disorders,4
DB01204,mitoxantrone,nausea,Gastrointestinal disorders,5
DB01204,mitoxantrone,infection,Infections and infestations,5
DB01204,mitoxantrone,haemoglobin decreased,Investigations,5
DB01204,mitoxantrone,arthralgia,Musculoskeletal and connective tissue disorders,4
DB01204,mitoxantrone,hyperglycaemia,Metabolism and nutrition disorders,5
DB01204,mitoxantrone,hyperglycaemia,Endocrine disorders,5
DB01204,mitoxantrone,gastrointestinal pain,Gastrointestinal disorders,4
DB01204,mitoxantrone,blood potassium decreased,Investigations,4
DB01204,mitoxantrone,hypokalaemia,Metabolism and nutrition disorders,4
DB01204,mitoxantrone,anaemia,Blood and lymphatic system disorders,4
DB01204,mitoxantrone,alopecia,Skin and subcutaneous tissue disorders,5
DB01204,mitoxantrone,urine abnormality,Renal and urinary disorders,4
DB01204,mitoxantrone,stomatitis,Gastrointestinal disorders,5
DB01204,mitoxantrone,white blood cell count decreased,Investigations,5
DB01204,mitoxantrone,amenorrhoea,Reproductive system and breast disorders,5
DB01204,mitoxantrone,amenorrhoea,Endocrine disorders,5
DB01204,mitoxantrone,dyspepsia,Gastrointestinal disorders,4
DB01204,mitoxantrone,abdominal pain,Gastrointestinal disorders,4
DB01204,mitoxantrone,contusion,Musculoskeletal and connective tissue disorders,4
DB01204,mitoxantrone,contusion,Vascular disorders,4
DB01204,mitoxantrone,contusion,Skin and subcutaneous tissue disorders,4
DB01204,mitoxantrone,contusion,"Injury, poisoning and procedural complications",4
DB01204,mitoxantrone,petechiae,Vascular disorders,4
DB01204,mitoxantrone,petechiae,Blood and lymphatic system disorders,4
DB01204,mitoxantrone,petechiae,Skin and subcutaneous tissue disorders,4
DB01204,mitoxantrone,haemorrhage,Vascular disorders,5
DB01204,mitoxantrone,blood urea increased,Investigations,5
DB01204,mitoxantrone,erectile dysfunction,Reproductive system and breast disorders,4
DB01204,mitoxantrone,erectile dysfunction,Psychiatric disorders,4
DB01204,mitoxantrone,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,4
DB01204,mitoxantrone,aspartate aminotransferase increased,Investigations,4
DB01204,mitoxantrone,proteinuria,Renal and urinary disorders,4
DB01204,mitoxantrone,hypocalcaemia,Metabolism and nutrition disorders,5
DB01204,mitoxantrone,ischaemia,Vascular disorders,4
DB01156,bupropion,mania,Psychiatric disorders,4
DB01156,bupropion,jaundice,Hepatobiliary disorders,3
DB01156,bupropion,jaundice,Blood and lymphatic system disorders,3
DB01156,bupropion,jaundice,Skin and subcutaneous tissue disorders,3
DB01156,bupropion,asthenia,General disorders and administration site conditions,4
DB01156,bupropion,decreased appetite,Metabolism and nutrition disorders,4
DB01156,bupropion,decreased appetite,General disorders and administration site conditions,4
DB01156,bupropion,tongue disorder,Gastrointestinal disorders,2
DB01156,bupropion,arthritis,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,dry skin,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,somnolence,Psychiatric disorders,4
DB01156,bupropion,somnolence,Nervous system disorders,4
DB01156,bupropion,loss of consciousness,Nervous system disorders,3
DB01156,bupropion,paraesthesia,Nervous system disorders,4
DB01156,bupropion,constipation,Gastrointestinal disorders,4
DB01156,bupropion,feeling abnormal,General disorders and administration site conditions,3
DB01156,bupropion,osteoarthritis,Musculoskeletal and connective tissue disorders,3
DB01156,bupropion,dyskinesia,Nervous system disorders,4
DB01156,bupropion,pharyngitis,Gastrointestinal disorders,4
DB01156,bupropion,pharyngitis,Infections and infestations,4
DB01156,bupropion,pharyngitis,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,colitis,Gastrointestinal disorders,2
DB01156,bupropion,anxiety,Psychiatric disorders,4
DB01156,bupropion,pneumonia,Infections and infestations,2
DB01156,bupropion,pneumonia,"Respiratory, thoracic and mediastinal disorders",2
DB01156,bupropion,hallucination,Psychiatric disorders,4
DB01156,bupropion,bronchitis,Infections and infestations,3
DB01156,bupropion,bronchitis,"Respiratory, thoracic and mediastinal disorders",3
DB01156,bupropion,coordination abnormal,Nervous system disorders,4
DB01156,bupropion,disturbance in attention,Psychiatric disorders,3
DB01156,bupropion,disturbance in attention,Nervous system disorders,3
DB01156,bupropion,dry eye,Eye disorders,3
DB01156,bupropion,dermatitis,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,hostility,Psychiatric disorders,4
DB01156,bupropion,chest pain,General disorders and administration site conditions,4
DB01156,bupropion,chest pain,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,chest pain,Cardiac disorders,4
DB01156,bupropion,nasopharyngitis,Infections and infestations,5
DB01156,bupropion,nasopharyngitis,"Respiratory, thoracic and mediastinal disorders",5
DB01156,bupropion,glossitis,Gastrointestinal disorders,3
DB01156,bupropion,sinusitis,Infections and infestations,4
DB01156,bupropion,sinusitis,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,hot flush,Reproductive system and breast disorders,4
DB01156,bupropion,hot flush,General disorders and administration site conditions,4
DB01156,bupropion,hot flush,Vascular disorders,4
DB01156,bupropion,liver injury,Hepatobiliary disorders,3
DB01156,bupropion,liver injury,"Injury, poisoning and procedural complications",3
DB01156,bupropion,urinary incontinence,Renal and urinary disorders,2
DB01156,bupropion,urinary incontinence,Nervous system disorders,2
DB01156,bupropion,dyspareunia,Reproductive system and breast disorders,2
DB01156,bupropion,dyspareunia,Psychiatric disorders,2
DB01156,bupropion,bronchospasm,Immune system disorders,2
DB01156,bupropion,bronchospasm,"Respiratory, thoracic and mediastinal disorders",2
DB01156,bupropion,syncope,Vascular disorders,3
DB01156,bupropion,syncope,Cardiac disorders,3
DB01156,bupropion,syncope,Nervous system disorders,3
DB01156,bupropion,pollakiuria,Renal and urinary disorders,4
DB01156,bupropion,flatulence,Gastrointestinal disorders,4
DB01156,bupropion,diplopia,Eye disorders,3
DB01156,bupropion,diplopia,Nervous system disorders,3
DB01156,bupropion,malnutrition,Metabolism and nutrition disorders,4
DB01156,bupropion,rhinitis,Infections and infestations,4
DB01156,bupropion,rhinitis,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,hepatocellular injury,Hepatobiliary disorders,3
DB01156,bupropion,menopause,Social circumstances,2
DB01156,bupropion,urticaria,Immune system disorders,4
DB01156,bupropion,urticaria,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,ecchymosis,Vascular disorders,3
DB01156,bupropion,ecchymosis,Blood and lymphatic system disorders,3
DB01156,bupropion,ecchymosis,Skin and subcutaneous tissue disorders,3
DB01156,bupropion,abnormal dreams,Psychiatric disorders,4
DB01156,bupropion,abnormal dreams,Nervous system disorders,4
DB01156,bupropion,polyuria,Renal and urinary disorders,3
DB01156,bupropion,lymphadenopathy,Blood and lymphatic system disorders,2
DB01156,bupropion,gastrointestinal haemorrhage,Gastrointestinal disorders,2
DB01156,bupropion,gastrointestinal haemorrhage,Vascular disorders,2
DB01156,bupropion,psychotic disorder,Psychiatric disorders,3
DB01156,bupropion,myocardial infarction,Vascular disorders,2
DB01156,bupropion,myocardial infarction,Cardiac disorders,2
DB01156,bupropion,tachycardia,Cardiac disorders,4
DB01156,bupropion,mydriasis,Eye disorders,3
DB01156,bupropion,mydriasis,Nervous system disorders,3
DB01156,bupropion,dyspnoea,"Respiratory, thoracic and mediastinal disorders",3
DB01156,bupropion,dyspnoea,Cardiac disorders,3
DB01156,bupropion,hypersensitivity,Immune system disorders,4
DB01156,bupropion,insomnia,Psychiatric disorders,5
DB01156,bupropion,insomnia,Nervous system disorders,5
DB01156,bupropion,confusional state,Psychiatric disorders,4
DB01156,bupropion,confusional state,Nervous system disorders,4
DB01156,bupropion,dysphoria,Psychiatric disorders,4
DB01156,bupropion,skin odour abnormal,Skin and subcutaneous tissue disorders,2
DB01156,bupropion,breast disorder,Reproductive system and breast disorders,4
DB01156,bupropion,oedema,Metabolism and nutrition disorders,4
DB01156,bupropion,oedema,General disorders and administration site conditions,4
DB01156,bupropion,gastrooesophageal reflux disease,Gastrointestinal disorders,3
DB01156,bupropion,thirst,Metabolism and nutrition disorders,4
DB01156,bupropion,thirst,General disorders and administration site conditions,4
DB01156,bupropion,skin disorder,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,cough,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,tongue oedema,Gastrointestinal disorders,2
DB01156,bupropion,tongue oedema,Immune system disorders,2
DB01156,bupropion,tongue oedema,Skin and subcutaneous tissue disorders,2
DB01156,bupropion,myalgia,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,gingivitis,Gastrointestinal disorders,3
DB01156,bupropion,gingivitis,Infections and infestations,3
DB01156,bupropion,pain,General disorders and administration site conditions,3
DB01156,bupropion,musculoskeletal chest pain,Musculoskeletal and connective tissue disorders,3
DB01156,bupropion,musculoskeletal chest pain,"Respiratory, thoracic and mediastinal disorders",3
DB01156,bupropion,urinary retention,Renal and urinary disorders,4
DB01156,bupropion,weight increased,Investigations,4
DB01156,bupropion,mediastinal disorder,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,tinnitus,Ear and labyrinth disorders,4
DB01156,bupropion,tinnitus,Nervous system disorders,4
DB01156,bupropion,hyperkinesia,Nervous system disorders,3
DB01156,bupropion,cystitis,Infections and infestations,2
DB01156,bupropion,cystitis,Renal and urinary disorders,2
DB01156,bupropion,increased appetite,Metabolism and nutrition disorders,4
DB01156,bupropion,increased appetite,General disorders and administration site conditions,4
DB01156,bupropion,toothache,Gastrointestinal disorders,3
DB01156,bupropion,hepatic function abnormal,Hepatobiliary disorders,3
DB01156,bupropion,nocturia,Renal and urinary disorders,4
DB01156,bupropion,sexual dysfunction,Reproductive system and breast disorders,4
DB01156,bupropion,sexual dysfunction,Psychiatric disorders,4
DB01156,bupropion,phlebitis,Vascular disorders,2
DB01156,bupropion,phlebitis,"Injury, poisoning and procedural complications",2
DB01156,bupropion,amblyopia,Eye disorders,4
DB01156,bupropion,pancytopenia,Blood and lymphatic system disorders,2
DB01156,bupropion,upper respiratory tract infection,Infections and infestations,4
DB01156,bupropion,upper respiratory tract infection,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,dysgeusia,Gastrointestinal disorders,4
DB01156,bupropion,dysgeusia,Nervous system disorders,4
DB01156,bupropion,dysmenorrhoea,Reproductive system and breast disorders,4
DB01156,bupropion,hypertension,Vascular disorders,4
DB01156,bupropion,vertigo,Ear and labyrinth disorders,3
DB01156,bupropion,vertigo,Nervous system disorders,3
DB01156,bupropion,influenza,Infections and infestations,4
DB01156,bupropion,influenza,"Respiratory, thoracic and mediastinal disorders",4
DB01156,bupropion,ill-defined disorder,General disorders and administration site conditions,2
DB01156,bupropion,pulmonary embolism,Vascular disorders,2
DB01156,bupropion,pulmonary embolism,"Respiratory, thoracic and mediastinal disorders",2
DB01156,bupropion,hyperhidrosis,General disorders and administration site conditions,4
DB01156,bupropion,hyperhidrosis,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,vomiting,Gastrointestinal disorders,4
DB01156,bupropion,ovarian disorder,Reproductive system and breast disorders,2
DB01156,bupropion,injury,"Injury, poisoning and procedural complications",4
DB01156,bupropion,application site reaction,General disorders and administration site conditions,5
DB01156,bupropion,application site reaction,"Injury, poisoning and procedural complications",5
DB01156,bupropion,sensory disturbance,Nervous system disorders,4
DB01156,bupropion,urinary tract infection,Infections and infestations,3
DB01156,bupropion,urinary tract infection,Renal and urinary disorders,3
DB01156,bupropion,aphasia,Psychiatric disorders,2
DB01156,bupropion,aphasia,Nervous system disorders,2
DB01156,bupropion,extrasystoles,Cardiac disorders,3
DB01156,bupropion,vasodilation procedure,Surgical and medical procedures,3
DB01156,bupropion,pain in extremity,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,gastric ulcer,Gastrointestinal disorders,2
DB01156,bupropion,headache,Nervous system disorders,5
DB01156,bupropion,gastrointestinal disorder,Gastrointestinal disorders,5
DB01156,bupropion,arrhythmia,Cardiac disorders,4
DB01156,bupropion,angiopathy,Vascular disorders,4
DB01156,bupropion,akinesia,Nervous system disorders,4
DB01156,bupropion,paranoia,Psychiatric disorders,3
DB01156,bupropion,body temperature increased,Investigations,4
DB01156,bupropion,dizziness,Vascular disorders,3
DB01156,bupropion,dizziness,Cardiac disorders,3
DB01156,bupropion,dizziness,Nervous system disorders,3
DB01156,bupropion,hypoaesthesia,Nervous system disorders,3
DB01156,bupropion,dysarthria,Psychiatric disorders,3
DB01156,bupropion,dysarthria,Nervous system disorders,3
DB01156,bupropion,dysphagia,Gastrointestinal disorders,4
DB01156,bupropion,memory impairment,Psychiatric disorders,3
DB01156,bupropion,memory impairment,Nervous system disorders,3
DB01156,bupropion,amnesia,Psychiatric disorders,2
DB01156,bupropion,amnesia,Nervous system disorders,2
DB01156,bupropion,affect lability,Psychiatric disorders,3
DB01156,bupropion,glycosuria,Renal and urinary disorders,2
DB01156,bupropion,agitation,Psychiatric disorders,4
DB01156,bupropion,agitation,Nervous system disorders,4
DB01156,bupropion,migraine,Vascular disorders,4
DB01156,bupropion,migraine,Nervous system disorders,4
DB01156,bupropion,enuresis,Psychiatric disorders,2
DB01156,bupropion,enuresis,Renal and urinary disorders,2
DB01156,bupropion,hair colour changes,Skin and subcutaneous tissue disorders,2
DB01156,bupropion,urine output increased,Investigations,3
DB01156,bupropion,dry mouth,Gastrointestinal disorders,5
DB01156,bupropion,myoclonus,Nervous system disorders,4
DB01156,bupropion,cerebrovascular accident,Vascular disorders,3
DB01156,bupropion,cerebrovascular accident,Nervous system disorders,3
DB01156,bupropion,orthostatic hypotension,Vascular disorders,3
DB01156,bupropion,orthostatic hypotension,Nervous system disorders,3
DB01156,bupropion,nervous system disorder,Nervous system disorders,5
DB01156,bupropion,disturbance in sexual arousal,Psychiatric disorders,4
DB01156,bupropion,bruxism,Gastrointestinal disorders,3
DB01156,bupropion,bruxism,Psychiatric disorders,3
DB01156,bupropion,back pain,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,nervousness,Psychiatric disorders,4
DB01156,bupropion,muscle spasms,Musculoskeletal and connective tissue disorders,3
DB01156,bupropion,vision blurred,Eye disorders,4
DB01156,bupropion,vision blurred,Nervous system disorders,4
DB01156,bupropion,nausea,Gastrointestinal disorders,4
DB01156,bupropion,shock,Vascular disorders,3
DB01156,bupropion,neck pain,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,sciatica,Musculoskeletal and connective tissue disorders,2
DB01156,bupropion,sciatica,Nervous system disorders,2
DB01156,bupropion,influenza like illness,General disorders and administration site conditions,3
DB01156,bupropion,tremor,Nervous system disorders,4
DB01156,bupropion,intestinal perforation,Gastrointestinal disorders,2
DB01156,bupropion,face oedema,Immune system disorders,4
DB01156,bupropion,face oedema,General disorders and administration site conditions,4
DB01156,bupropion,face oedema,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,feeling jittery,General disorders and administration site conditions,4
DB01156,bupropion,infection,Infections and infestations,3
DB01156,bupropion,cystitis noninfective,Renal and urinary disorders,2
DB01156,bupropion,hypertonia,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,hypertonia,Nervous system disorders,4
DB01156,bupropion,tension,Psychiatric disorders,4
DB01156,bupropion,discomfort,General disorders and administration site conditions,2
DB01156,bupropion,arthralgia,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,acute coronary syndrome,Vascular disorders,2
DB01156,bupropion,acute coronary syndrome,Cardiac disorders,2
DB01156,bupropion,irritability,General disorders and administration site conditions,4
DB01156,bupropion,irritability,Psychiatric disorders,4
DB01156,bupropion,flushing,General disorders and administration site conditions,3
DB01156,bupropion,flushing,Vascular disorders,3
DB01156,bupropion,flushing,Skin and subcutaneous tissue disorders,3
DB01156,bupropion,gastrointestinal pain,Gastrointestinal disorders,4
DB01156,bupropion,salivary hypersecretion,Gastrointestinal disorders,3
DB01156,bupropion,chills,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,chills,General disorders and administration site conditions,4
DB01156,bupropion,hypomania,Psychiatric disorders,3
DB01156,bupropion,muscle twitching,Musculoskeletal and connective tissue disorders,3
DB01156,bupropion,vaginal haemorrhage,Reproductive system and breast disorders,4
DB01156,bupropion,vaginal haemorrhage,Vascular disorders,4
DB01156,bupropion,anaemia,Blood and lymphatic system disorders,2
DB01156,bupropion,alopecia,Skin and subcutaneous tissue disorders,3
DB01156,bupropion,menopausal symptoms,Reproductive system and breast disorders,4
DB01156,bupropion,stomatitis,Gastrointestinal disorders,4
DB01156,bupropion,pallor,General disorders and administration site conditions,2
DB01156,bupropion,pallor,Vascular disorders,2
DB01156,bupropion,pallor,Skin and subcutaneous tissue disorders,2
DB01156,bupropion,prostatic disorder,Reproductive system and breast disorders,3
DB01156,bupropion,euphoric mood,Psychiatric disorders,4
DB01156,bupropion,rash maculo-papular,Skin and subcutaneous tissue disorders,2
DB01156,bupropion,rash,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,malaise,General disorders and administration site conditions,2
DB01156,bupropion,dyspepsia,Gastrointestinal disorders,4
DB01156,bupropion,abdominal pain,Gastrointestinal disorders,4
DB01156,bupropion,bladder pain,Renal and urinary disorders,2
DB01156,bupropion,akathisia,Psychiatric disorders,4
DB01156,bupropion,akathisia,Nervous system disorders,4
DB01156,bupropion,dysuria,Renal and urinary disorders,2
DB01156,bupropion,oedema peripheral,Metabolism and nutrition disorders,3
DB01156,bupropion,oedema peripheral,General disorders and administration site conditions,3
DB01156,bupropion,oedema peripheral,Cardiac disorders,3
DB01156,bupropion,mood swings,Psychiatric disorders,3
DB01156,bupropion,micturition urgency,Renal and urinary disorders,4
DB01156,bupropion,hypotension,Vascular disorders,4
DB01156,bupropion,photosensitivity reaction,Skin and subcutaneous tissue disorders,3
DB01156,bupropion,delusion,Psychiatric disorders,4
DB01156,bupropion,ataxia,General disorders and administration site conditions,3
DB01156,bupropion,ataxia,Nervous system disorders,3
DB01156,bupropion,gingival pain,Gastrointestinal disorders,3
DB01156,bupropion,libido increased,Reproductive system and breast disorders,4
DB01156,bupropion,libido increased,Psychiatric disorders,4
DB01156,bupropion,suicidal ideation,Psychiatric disorders,3
DB01156,bupropion,derealisation,Psychiatric disorders,2
DB01156,bupropion,mouth ulceration,Gastrointestinal disorders,4
DB01156,bupropion,erectile dysfunction,Reproductive system and breast disorders,4
DB01156,bupropion,erectile dysfunction,Psychiatric disorders,4
DB01156,bupropion,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,4
DB01156,bupropion,libido decreased,Reproductive system and breast disorders,3
DB01156,bupropion,libido decreased,Psychiatric disorders,3
DB01156,bupropion,gynaecomastia,Reproductive system and breast disorders,3
DB01156,bupropion,gynaecomastia,Endocrine disorders,3
DB01156,bupropion,epistaxis,Vascular disorders,3
DB01156,bupropion,epistaxis,"Respiratory, thoracic and mediastinal disorders",3
DB01156,bupropion,pruritus,Skin and subcutaneous tissue disorders,4
DB01156,bupropion,hirsutism,Endocrine disorders,2
DB01156,bupropion,hirsutism,Skin and subcutaneous tissue disorders,2
DB01156,bupropion,visual impairment,Eye disorders,3
DB00692,phentolamine,asthenia,General disorders and administration site conditions,4
DB00692,phentolamine,nasal congestion,"Respiratory, thoracic and mediastinal disorders",4
DB00692,phentolamine,peptic ulcer,Gastrointestinal disorders,4
DB00692,phentolamine,chest pain,General disorders and administration site conditions,3
DB00692,phentolamine,chest pain,"Respiratory, thoracic and mediastinal disorders",3
DB00692,phentolamine,chest pain,Cardiac disorders,3
DB00692,phentolamine,myocardial infarction,Vascular disorders,4
